material,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Week 19,Week 20,Week 21,Week 22,Week 23,Week 24,Week 25,Week 26,Week 27,Week 28,Week 29,Week 30,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Week 44,Week 45,Week 46,Week 47,Week 48,Week 49,Week 50,Week 51,Week 52
368,38689.94,139314.87,13229.39,79608.5,33286.05,26422.85,38776.45,84573.13,41390.54,32157.8,22060.04,69998.99,21543.93,21143.78,27839.29,100188.15,13523.84,131088.39,22930.99,37467.38,82030.98,16094.54,30425.78,99962.78,58358.65,54321.33,36193.93,46482.95,95665.13,92603.8,39657.61,8016.69,55959.22,59294.55,53517.03,25240.83,28549.06,37998.14,1811.56,72441.22,41666.21,46725.93,41382.62,18740.81,140849.69,88629.92,32538.44,70693.12,37236.8,63766.38,8481.68,63899.65
369,35337.12,63040.33,36527.49,79293.99,47736.59,79906.52,35167.29,61754.31,55094.77,24894.8,97885.48,38104.86,65303.26,53065.23,64160.1,59187.46,23773.3,28575.65,13092.45,82569.62,55528.23,71452.49,35744.8,29413.06,15669.25,40656.03,56703.04,17308.63,54009.5,53403.19,186781.89,55756.01,19212.03,63149.91,30676.02,87436.16,152935.15,53208.9,16731.49,79743.12,111617.27,10077.59,12747.16,90235.49,33019.37,8645.02,42948.53,19363.71,49286.28,24304.19,46014.85,18252.36
370,34380.42,38874.38,48547.36,75856.78,64823.42,32866.29,174162.64,12465.17,43470.48,15381.57,69965.94,18503.48,21166.59,46079.99,34720.94,59072.28,41244.09,74785.09,53193.04,10691.85,42533.1,93234.41,36857.94,59369.74,40500.7,50913.54,35260.89,115370.54,82267.32,47985.75,23504.59,7305.78,31825.28,43295.27,26146.98,7121.59,22295.3,64449.38,55146.18,11110.65,107227.85,26458.1,35605.79,30338.93,4136.38,26844.81,10496.86,36991.22,29395.23,25884.42,61061.92,49893.68
371,208102.07,67418.67,106837.67,73489.67,47397.89,10862.67,55174.35,4268.89,74277.43,34118.47,119507.69,38328.22,5872.84,50584.43,17441.82,91071.87,44852.17,7615.55,171424.37,34114.43,55246.32,40323.97,55553.88,47679.84,22606.25,50400.83,15270.47,53896.68,48700.94,27786.63,21114.99,28189.28,23775.74,58502.16,141005.19,55510.93,19809.75,114769.03,60477.45,3420.11,28937.17,22434.01,34176.8,26274.72,68004.07,42713.33,85878.08,24714.2,22838.88,104271.7,22488.77,29743.58
372,73400.39,24030.58,23287.96,100765.81,55022.89,46720.47,71259.48,55313.67,32684.73,111789.23,158648.44,31405.07,21056.39,25033.26,32916.32,56763.85,5011.99,25083.84,30780.67,58674.37,68142.15,73952.1,71621.93,27052.1,52459.67,35949.15,40703.4,13164.8,126512.71,62389.54,86526.36,29256.94,13396.88,29082.57,37696.43,29379.99,92541.18,17731.72,26146.39,47812.24,10786.45,59664.93,87851.29,44826.54,6592.35,93833.36,78329.02,100690.94,71982.09,112495.31,89476.8,132074.24
373,57011.22,142190.94,77581.05,13757.42,10088.54,38621.84,41163.31,97633.72,88555.82,40080.73,38812.02,26059.29,104101.17,26794.87,13234.74,34910.72,85266.39,16518.74,104465.94,131350.48,16007.65,33604.02,37536.74,4422.47,24368.48,46227.79,46059.06,35402.14,40089.28,43786.99,11382.98,45730.49,51196.65,49140.21,71413.8,58100.22,9121.22,81475.03,32769.5,24571.15,1588.41,51613.61,27731.7,3369.06,34217.89,58070.54,100631.83,29743.49,58827.01,32609.06,8950.02,58102.15
374,106801.18,51195.93,39236.17,85421.07,21345.97,72154.01,49970.46,47705.09,60324.43,40929.82,208691.44,44413.33,65491.99,14731.49,11034.25,1629.73,23227.44,45809.63,20295.48,43017.27,41134.82,22361.26,39076.23,12855.17,64522.62,38209.76,43179.12,17717.32,19352.44,48953.78,6474.31,22977.05,25923.34,47973.46,117649.74,20979.37,14430.53,17219.24,38907.51,37049.87,36211.53,65859.56,6707.66,45247.71,36266.55,22760.88,95389.54,32271.53,171736.31,44241.99,37013.86,21048.86
375,39516.87,36385.44,50457.59,22886.16,115458.72,91271.67,23906.37,36878.66,17721.3,37644.51,43327.71,53899.71,17310.42,41113.25,48970.5,17312.31,9422.18,53358.25,42337.33,40551.78,12735.39,68882.87,47280.62,13478.01,62552.52,36880.77,9063.11,80172.14,23462.27,20581.2,33508.73,78470.66,59043.74,9540.14,82063.27,24731.89,37289.06,30350.33,35579.57,40981.73,39598.52,7250.02,8629.15,18746.91,14558.58,55630.14,59550.66,19101.2,13696.89,36156.59,68880.81,26672.93
376,13901.33,42159.96,21860.13,14882.46,36665.84,55293.29,123640.84,46110.02,12944.01,34376.43,26379.83,35406.54,38774.23,47921.44,34676.12,24668.02,61560.6,74470.89,34467.38,10446.08,17087.93,36976.22,24918.98,65304.34,33562.24,32920.83,24451.11,47346.12,50971.01,69339.66,12178.72,57111.6,21537.69,83445.47,71553.12,116425.86,45241.2,34643.78,52872.82,83881.73,14033.84,42983.64,123719.4,8984.51,8532.34,33583.96,47354.73,92852.11,51294.86,82463.25,38699.88,29935.67
377,42363.89,29374.82,6505.88,38404.11,48366.63,50459.46,16177.93,27451.57,54774.93,2746.61,59350.07,44686.94,48086.21,147471.08,44118.71,16578.53,30342.21,5502.56,101751.08,29763.32,49639.8,76973.51,29076.66,111600.13,42596.82,129683.48,61200.29,12526.64,33930.47,43579.73,4405.06,119717.87,49173.88,19178.72,44288.44,97177.15,42768.25,10348.4,32751.27,135535.59,38715.05,60333.39,35274.63,14545.13,18868.2,146220.63,147153.49,58101.42,43071.8,33724.22,49264.43,25145.94
378,67418.04,8691.04,31522.82,35537.56,45516.48,83475.6,33022.37,23595.19,16205.32,60154.28,12744.37,62538.3,28232.55,32191.4,30170.47,24870.41,67191.57,6390.36,18585.04,105894.35,52902.84,10841.79,42410.83,33689.23,35715.94,72926.16,63887.79,69371.0,127997.57,29179.62,32959.9,28227.29,44437.88,12512.94,104758.04,74583.36,51669.72,78548.54,16398.29,46900.09,96250.29,42382.2,74036.35,147492.83,38445.6,38082.51,34447.32,61310.52,14824.83,49916.04,5915.04,35784.24
379,19182.84,112059.45,48142.15,63384.47,47201.74,39028.41,14671.62,22019.93,71657.38,72980.04,7630.88,131415.74,31908.98,5672.65,42512.94,64731.65,106305.22,48175.64,113135.97,33599.05,34802.11,63230.29,64418.96,13837.86,55102.13,33610.44,27556.7,59617.5,101939.47,5897.14,120031.05,28501.81,46092.57,84140.77,23657.43,44547.7,23210.81,13413.08,22919.48,67583.19,46515.45,19999.2,74969.84,30610.73,24966.63,26713.17,62501.02,27243.69,28030.72,90854.37,6912.02,40670.38
380,26446.27,36986.98,42900.83,35719.35,21825.55,49303.62,51162.31,43506.32,46167.93,34934.64,29846.11,64901.04,16060.65,30260.11,107027.06,36088.53,16047.34,11211.61,28057.2,73925.08,68312.47,50439.46,50715.43,20236.01,58525.46,82486.47,24321.84,34332.84,95440.84,26183.66,69326.75,86323.53,57638.58,73083.69,21183.17,20736.69,77313.06,21200.8,114227.13,58742.0,64740.65,17218.42,64550.15,70200.45,12105.21,32529.35,120347.96,29275.3,12671.2,41962.13,44027.41,82440.13
381,25546.64,33363.34,59570.34,87484.32,25571.07,34395.43,20366.15,75423.82,136250.66,25141.02,126212.88,22726.82,14047.52,43397.54,40922.17,25048.8,104720.97,11100.2,26493.46,11947.56,114518.14,39196.5,80460.92,118480.43,14882.32,22884.27,32696.26,26739.71,139524.39,29549.92,42695.04,12828.57,37436.85,51303.74,57444.91,54623.34,41515.69,59186.57,56412.62,15290.57,52687.51,92565.7,6335.29,28592.5,97442.35,30681.26,33967.34,57816.86,37560.56,51445.44,66769.2,41198.16
382,11458.93,82281.43,86681.65,21544.36,43320.59,163307.07,93868.54,52103.82,50129.7,42231.93,39649.82,48070.55,149791.32,102506.29,13792.0,13341.28,53736.83,69574.97,54637.32,112155.21,10669.91,63653.65,98495.08,36442.23,49258.24,17422.91,5638.97,41617.25,41032.24,59401.75,55614.31,33088.31,44519.44,31734.99,39747.72,31095.28,59729.86,17089.16,139573.14,37004.43,12393.84,17244.57,39465.44,57956.92,55956.25,51166.73,13180.21,30559.77,36962.25,47708.23,49029.77,19868.85
383,78482.45,85345.29,22572.8,17055.3,13759.59,13367.61,12631.35,16953.35,128039.18,15168.56,24147.67,26248.78,16005.05,46100.65,13422.77,51573.49,76752.04,14034.03,24796.26,29561.98,54290.25,48301.22,30361.47,71380.07,102547.61,24408.8,21671.82,57000.1,94808.63,105991.52,66694.8,13278.07,64104.62,6960.98,38476.19,57801.93,81205.78,862.12,73941.46,22855.3,49261.38,46554.85,61917.36,101190.6,25773.69,93906.84,34818.4,26603.87,52621.0,4816.85,57929.34,130605.14
384,38989.37,46470.7,6074.38,57110.93,27347.8,29003.89,19543.75,63948.03,102025.56,129997.27,15114.63,38993.88,52466.85,73897.21,20530.35,18084.08,38468.94,37574.06,26314.53,17454.44,81879.22,48096.04,26295.22,18057.68,42041.87,51699.99,77414.8,74335.17,46184.76,43715.35,84269.51,33205.81,77305.31,42828.33,36693.26,14064.89,226408.76,19874.89,26690.71,53555.25,51960.79,27345.0,45263.63,10674.32,59277.0,32960.05,37441.67,36447.91,110028.68,15632.82,144300.45,47933.41
385,55708.31,23572.29,11999.87,38710.53,16156.58,99021.78,65800.14,57664.38,32203.06,68084.27,3605.42,39929.98,46935.68,50066.61,66783.19,28186.21,23698.91,45188.7,38821.61,117381.77,20724.34,14850.79,96975.48,52810.53,40833.09,18757.81,21537.31,37974.92,98260.1,22296.45,76275.11,16224.81,36453.96,26531.43,109649.41,52867.23,30394.91,19090.37,100941.8,144186.7,39362.94,15200.48,43734.06,24899.59,86371.35,17720.96,60087.32,3246.89,23104.54,33936.42,47727.0,73583.33
386,63901.35,15903.03,63015.95,639.54,23916.24,44777.42,41827.16,13428.35,46315.8,71496.22,107497.09,20926.85,43453.91,13077.59,95503.72,39192.86,29624.88,18045.56,34269.93,69991.45,43371.33,58131.93,148954.87,70282.48,53927.38,25442.02,56563.34,71535.53,126222.27,80206.42,99832.77,42481.16,70237.07,28196.99,14588.28,31910.25,85094.67,60113.64,58355.29,35520.88,50358.54,44197.26,11338.82,29463.57,29820.84,28197.14,26050.65,48575.6,155453.15,33407.31,102775.7,42331.72
387,10741.63,73229.92,74562.29,32630.99,105243.34,38558.13,5618.96,21189.14,80770.66,47221.37,23582.87,50490.5,47421.53,79659.79,46269.0,104567.92,26674.41,42273.5,12745.18,28299.08,26622.7,51501.3,49746.78,79998.12,58219.83,26005.43,23004.05,1673.63,28551.29,115794.18,29693.62,1692.48,60759.08,188800.13,45291.12,5939.68,46382.72,30685.04,61278.39,85034.58,110080.54,9576.24,70679.12,67474.16,45916.84,62535.96,28837.49,40994.98,139240.75,37094.9,29143.89,31359.28
388,68724.59,26817.46,38679.19,33958.43,43759.53,9552.7,29424.46,23503.73,89064.34,17007.52,36989.47,70687.56,14065.43,85516.8,12226.39,32766.67,31495.76,70410.31,46181.56,84628.17,38195.58,26521.42,10632.06,45283.5,25698.54,46330.48,55690.22,54247.77,11972.48,13364.42,43071.88,24329.61,26431.81,43177.85,70535.38,8818.89,54656.88,95265.72,185880.13,34972.61,16992.53,24009.34,7487.49,43369.1,19619.46,14074.51,103096.29,60715.8,51049.13,93376.53,141780.65,85131.29
389,19315.61,45952.05,67280.38,28421.61,24888.91,19265.62,51208.49,51459.11,97427.51,39629.3,128081.85,36604.32,26622.69,34723.83,69039.1,32975.85,100438.44,11818.29,16810.61,68979.79,55453.23,70048.93,9070.42,160287.09,101412.48,69173.86,57805.97,49401.14,26085.6,17000.53,47646.24,99235.72,42175.64,42765.28,70138.04,43374.58,41283.02,12116.7,46763.7,55572.2,53069.59,63774.76,42938.22,117803.22,18061.16,76113.2,53152.48,75188.4,21661.99,37011.75,5359.26,173556.49
390,36616.99,47669.66,23627.06,129630.43,140810.8,13308.02,16654.33,5154.05,57173.79,43321.81,24727.29,14454.52,87305.77,54009.95,36360.49,77379.68,30389.86,5369.62,30550.45,27514.68,104646.06,23219.48,10593.76,112595.88,33765.4,40109.76,97293.68,37515.98,59824.99,33613.2,35336.89,17760.57,18212.08,18197.78,8478.08,50635.29,110925.34,82160.71,10745.87,59828.05,22202.53,108185.5,25052.94,84534.08,96589.29,78142.41,103918.29,35257.14,69705.46,47378.69,89857.87,26413.09
391,36707.2,157070.02,54813.05,30167.78,24485.95,10574.36,73258.13,114497.82,73088.85,69046.64,37036.86,21254.75,8740.46,51765.41,102506.04,70184.48,69624.19,27242.03,48610.12,55818.31,30027.06,53566.39,99293.51,98873.25,10712.94,66375.24,18137.35,105938.16,33104.09,55746.56,33813.08,19717.22,22332.09,126834.65,181003.88,39899.78,61567.28,38438.24,44504.78,27686.48,78702.91,18689.99,25546.47,120267.66,72881.8,88043.09,89368.67,82562.57,100791.69,28389.04,107491.14,55645.72
392,75192.38,16465.4,51179.91,20599.06,36362.82,78086.9,71512.05,35970.11,14172.33,32777.41,92550.51,158833.28,69761.16,31372.02,28013.64,55409.68,17101.25,35426.07,44942.47,29357.35,59166.3,94704.69,68502.79,18113.19,41963.16,37738.73,20685.3,11789.06,51713.92,45143.88,32299.86,53167.86,30259.66,85636.58,70880.93,36970.31,41504.29,38105.85,2747.32,14443.99,95798.09,43840.45,21999.19,48081.16,25174.65,57818.52,85909.05,39988.52,60801.53,24911.02,71887.11,48342.97
393,13812.33,93865.48,68893.32,67223.32,87020.42,47196.68,53767.49,19585.47,19050.85,66745.79,26010.47,28119.85,13590.81,97991.02,105453.12,31757.03,67768.3,42704.69,20657.91,59053.17,28975.69,79276.12,64693.47,75147.14,34851.68,20178.86,51058.72,20250.94,22641.37,11318.64,115125.84,43513.24,55765.37,59065.94,19643.19,7484.05,109680.18,15460.07,93904.38,62218.08,18756.28,49192.35,42164.46,35791.78,25335.54,114514.25,43493.22,28231.35,20076.82,61102.37,28516.79,77726.01
394,58998.55,52885.29,25466.16,10698.26,32091.77,39321.15,35927.5,81118.95,76966.02,33283.91,38934.38,23509.18,82487.58,90578.16,41199.81,74213.6,114015.16,22975.82,29754.04,16282.61,76971.12,11902.92,21803.08,135282.5,38260.27,17015.78,58117.12,80978.79,69994.41,38958.32,44477.52,27677.47,112851.28,39670.04,69561.52,57362.69,69995.17,40263.88,48442.57,85359.58,30321.06,128655.54,29228.22,62211.88,47264.67,24112.31,43265.48,100665.07,23959.42,143757.66,28866.11,38058.41
395,13844.29,44844.87,22741.12,31889.65,90823.71,41429.1,190809.48,17443.96,85772.19,60568.21,60708.04,32907.35,42708.27,40598.41,5412.68,73391.14,32786.29,20722.37,100211.26,14064.21,35608.43,72487.98,105428.44,57514.35,38749.09,39066.46,25469.94,83686.77,26958.58,49022.52,24435.5,24002.03,15606.3,60459.74,27774.0,14788.26,44533.89,52904.86,53046.74,72908.56,79564.37,71754.53,14920.23,66759.75,97217.31,32059.52,83321.39,83557.57,78986.37,70687.94,41968.11,45076.59
396,64984.49,72044.9,25693.02,73452.34,39941.67,5536.98,95010.51,35908.31,22593.33,36663.45,45784.65,87600.48,7522.46,34108.52,79894.67,124047.55,27120.58,68151.92,35791.78,63955.43,56926.72,42196.79,60184.76,101397.35,136740.13,47947.38,100248.25,41215.9,25628.89,53863.51,98609.94,93295.18,66165.75,16260.48,40866.51,17415.77,67996.88,52030.17,73250.23,65526.66,49472.57,23803.68,51162.64,81791.09,48256.37,66327.82,71001.99,61955.29,152985.98,123834.2,59466.39,62207.11
397,58478.28,138134.49,8019.84,37804.98,20723.34,24543.62,53494.95,51791.67,131821.68,49045.86,80281.25,32284.61,47805.34,40000.91,15235.97,44566.45,14339.33,102291.61,68815.94,33756.47,138714.29,25515.94,43067.88,10094.69,49650.36,62014.68,6855.44,16757.36,110728.79,43552.83,46067.87,19385.17,57203.71,4996.02,83597.27,89725.56,52573.72,29674.74,9704.3,4088.42,152785.15,13654.44,100511.02,13672.49,42540.99,188557.48,30417.11,17491.33,123404.94,33038.9,17643.53,24390.55
398,71147.8,18891.0,10316.67,70737.27,2086.71,18100.07,50038.52,21839.81,63972.97,73340.08,111119.86,29486.37,36894.42,54307.87,81173.13,16498.99,45037.52,12560.96,92333.99,32336.21,11258.46,38583.73,60457.9,17805.51,20345.06,68996.45,43110.08,38420.51,75830.12,58675.24,51178.21,25952.67,5421.65,79689.93,15878.35,95557.54,127980.34,96655.79,22381.37,80799.52,13130.72,42814.55,44392.12,68178.79,48534.16,46377.63,15076.98,8509.48,66908.81,21012.85,41672.94,72252.16
399,29750.97,20013.5,50087.62,76890.81,97498.99,64443.92,34647.11,130867.57,5301.43,22841.07,23812.82,140932.6,9202.24,93324.06,19459.48,36712.72,62179.62,58753.5,46657.89,8175.63,125029.23,36180.65,111646.04,31210.39,12454.83,36869.39,68350.69,20028.52,7421.29,83668.8,32934.26,29721.18,10333.81,20595.41,11700.71,168153.12,45522.34,19871.43,17862.65,82208.19,129202.13,27754.95,89530.01,18189.95,14052.18,54846.12,25277.0,106124.07,32169.03,30086.62,43647.87,46369.57
400,8284.68,15304.21,33305.42,47419.13,66902.47,34533.07,20751.22,33625.11,38217.38,137604.65,17410.23,22768.6,18495.64,33076.63,36255.32,35841.02,90730.48,48965.89,46656.95,77927.04,39815.18,49318.08,42067.07,13145.98,26537.11,120278.38,109585.28,9905.78,12331.22,41961.53,75440.38,21555.06,30643.88,49578.35,123020.48,39510.22,33989.89,205762.06,53576.84,61902.7,41134.78,92397.23,21090.7,35775.94,33407.93,31811.19,24627.56,43722.64,73573.12,42188.82,39206.38,29036.82
401,83861.81,84429.81,81902.29,55629.27,15635.51,87401.04,9686.73,24615.94,40069.07,62657.94,64030.59,26870.91,47946.47,12208.03,29992.95,35073.66,47459.5,5169.56,21982.59,26953.41,17151.8,23412.86,43537.87,38351.26,43102.73,40833.2,15223.0,66436.09,28189.42,52833.88,91839.21,90371.0,89471.17,67605.89,52028.85,53342.04,8878.32,2498.93,54128.33,18499.69,13932.43,32214.57,54689.25,34113.27,40688.37,40168.49,109083.17,49610.73,25859.89,65462.49,29833.17,58403.81
402,27139.75,176264.64,120321.28,58493.54,123399.78,35632.73,44103.29,6924.22,66099.52,37744.12,51474.43,20317.72,24645.3,44240.2,188124.74,26929.11,44830.42,59256.13,237661.57,20472.77,99258.8,51967.26,9000.91,63998.66,80118.37,126604.66,39662.55,71001.21,17576.94,50410.0,29929.4,101986.44,35928.17,25074.6,49529.99,40315.22,16323.48,22662.21,59453.69,79493.99,10981.35,22601.31,20510.58,81673.22,49557.14,81613.04,31639.38,54286.14,44909.03,96494.29,64415.5,27588.33
403,20609.71,14571.35,41909.03,46507.02,24305.64,80497.67,17195.69,42282.85,124937.54,26398.28,29775.56,40090.39,37964.33,44502.0,102826.26,12642.46,49912.22,31716.87,75326.5,67004.87,22376.83,46301.63,10029.27,49049.74,54457.47,7700.07,47202.47,19772.85,61858.01,12330.19,51060.5,88301.66,92861.74,36027.92,27546.99,58092.58,35468.1,100061.27,85130.35,74735.02,95886.88,6866.49,24000.62,73971.51,53252.09,74198.91,100579.27,94817.29,18296.51,53909.59,98011.57,44557.6
404,109347.12,14862.62,60419.0,18379.21,49426.76,47218.35,23506.62,82393.84,42835.58,68858.33,77580.65,88233.98,35836.63,18706.12,20977.27,39907.93,84113.97,42901.65,68227.4,79439.09,49332.21,35626.06,34803.19,70727.37,83991.99,38853.05,32773.85,7120.3,39896.13,41959.68,45463.48,42132.25,4225.81,43609.2,5953.78,74748.34,32942.32,21239.89,17731.08,21796.02,62549.41,6922.8,54876.59,50085.03,58936.23,74957.89,27531.5,30601.1,5897.41,62209.11,98802.19,152032.04
405,9261.81,47521.48,29879.38,43909.75,65394.69,93760.57,46980.11,48276.69,40454.24,25984.46,43978.46,54641.97,12599.37,66606.64,43012.11,24105.3,71314.7,56243.27,59939.96,35703.48,123894.29,94198.71,39655.97,3539.81,21549.89,97982.86,68205.88,28688.16,52520.64,75830.38,39506.92,79311.32,17791.26,5910.42,9803.39,47682.39,46016.09,30055.51,31546.77,41784.18,32247.73,32636.74,98921.14,55835.91,87553.57,13601.61,90889.91,48044.1,17582.78,49599.18,16979.76,106232.36
406,16796.56,44552.49,27557.01,36495.96,22470.96,53315.61,59239.0,16075.35,39246.73,113414.09,40218.43,92980.04,109404.64,20799.24,63435.51,54278.27,53755.9,141802.93,34031.4,23003.88,65776.27,28004.56,98015.77,65658.05,32390.54,100161.02,45685.41,52808.68,71112.85,17743.17,43295.37,4973.69,164602.52,37235.11,11060.97,40240.4,40601.68,54328.8,32033.86,91983.71,89372.64,91128.5,21910.37,32220.87,97526.66,7268.55,40007.06,6982.75,90291.24,29719.1,7305.55,33424.73
407,19721.55,33630.49,63938.43,25368.85,13919.05,3885.29,75976.06,47649.8,59179.06,9512.49,40876.81,33347.54,71654.23,65170.64,37203.32,19078.09,101250.3,31104.62,28114.43,52947.24,20542.92,96741.66,16331.43,52951.6,166364.72,53464.67,53272.13,13075.2,71567.14,22851.92,20544.39,99183.9,18134.79,89878.44,11995.86,27926.92,4026.24,31159.58,5333.27,5109.4,14546.34,43984.73,29199.1,25665.37,36028.15,16841.57,173466.96,24359.13,11639.98,87839.31,57588.75,9510.13
408,21803.86,136373.16,32068.94,100445.88,38786.31,28332.82,91963.14,6795.54,48535.61,34980.52,45870.15,91473.11,68964.63,33911.22,70642.6,130164.93,64805.63,42861.99,102858.68,22632.08,39307.0,28051.04,52427.73,20469.73,100491.46,62843.86,26255.06,9457.53,61485.5,21857.23,48571.41,46008.37,40136.25,30085.27,57920.7,3046.47,95653.43,137299.94,19935.31,22735.97,111574.09,71049.96,70911.25,26641.92,10456.67,8754.6,90990.18,43386.49,86857.91,14110.53,36422.6,20286.1
409,38976.99,49401.89,32750.63,28854.91,33282.36,32297.14,29895.81,25750.92,44079.04,123291.86,199954.51,104290.55,5277.46,115402.95,20371.2,48213.23,152033.57,10703.35,100226.49,116121.63,101763.18,81766.39,11229.83,50294.36,119781.14,106067.65,36737.23,105921.33,83441.45,104690.38,6925.93,43538.51,64590.02,26043.31,14625.02,21263.31,116761.66,10884.69,54719.98,42199.12,79112.86,50310.72,72438.15,35437.05,8235.56,82371.5,106946.54,108418.54,13656.21,96579.88,25310.69,52788.45
410,67791.6,78381.14,144093.89,20351.78,28384.18,33282.02,55624.36,23930.61,77792.37,50614.54,20942.8,71300.52,92863.35,70862.95,17514.57,81622.74,71979.57,44653.0,10390.62,22205.54,88088.64,22697.78,60144.83,21588.72,16239.55,1394.63,69518.56,43240.58,44019.61,47236.14,44436.66,36569.12,16586.08,23468.19,28390.77,20206.99,54040.64,26909.07,5176.74,46701.47,23408.34,10055.94,18051.9,53176.36,53421.58,63235.72,64900.24,79351.8,111848.73,22403.41,31154.19,31155.64
411,91024.36,18371.28,32641.45,134599.72,24949.78,101007.42,38879.07,37461.41,54068.05,38528.06,5071.06,9588.05,60158.69,37582.08,54818.92,113105.27,82386.31,111441.56,27366.39,9010.41,49502.15,59256.88,27603.77,47539.4,28715.81,34998.54,133741.98,95332.64,125051.27,60958.82,36313.42,36337.83,61871.6,7762.14,90011.32,43902.59,80400.95,97218.35,47537.92,27374.07,14224.93,3667.02,52773.1,106776.43,1222.07,53577.76,1751.19,6679.33,55640.51,85109.65,21552.41,102270.77
